imdb_converted_train01
text;label
You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions. But keeps on doing it all the same. Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone. Brad normally manages to throw something interesting into the mix, a neat idea, a kooky character, whatever, but without the funds to take it further than base level, he relies on the audience to cut him some slack and appreciate it for what it is and what it could be. Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film. Coming to a multiplex near you, in a parallel universe, somewhere.;0
"THE ZOMBIE CHRONICLES <br /><br />Aspect ratio: 1.33:1 (Nu-View 3-D)<br /><br />Sound format: Mono<br /><br />Whilst searching for a (literal) ghost town in the middle of nowhere, a young reporter (Emmy Smith) picks up a grizzled hitchhiker (Joseph Haggerty) who tells her two stories involving flesh-eating zombies reputed to haunt the area.<br /><br />An ABSOLUTE waste of time, hobbled from the outset by Haggerty's painfully amateurish performance in a key role. Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999). This isn't a 'fun' movie in the sense that Ed Wood's movies are 'fun' (he, at least, believed in what he was doing and was sincere in his efforts, despite a lack of talent); Sykes' home-made movies are, in fact, aggravating, boring and almost completely devoid of any redeeming virtue, and most viewers will feel justifiably angry and cheated by such unimaginative, badly-conceived junk. The 3-D format is utterly wasted here.";0
A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related. But perhaps fate has something nasty in store for her too...<br /><br />The Zombie Chronicles is absolutely one of the worst films I have ever seen. In fact I must confess, so bad was it I fast forwarded through most of the garbage. And there was a lot of that, believe me. It runs for just 69 minutes, and there is still tons of filler. You get some skinhead doing a lot of push ups, plenty of dull kissy-kissy scenes between goofy teens (that rhymed, tee hee) and some fine examples of why some people should never become actors.<br /><br />As for the title characters, they barely even have a footnote in the film. Why, you get more undead action in the intro than you do the preceding feature! Though, considering how pathetic the eyes bursting out of sockets and the eating of brains sequences are (amongst other 'delights'), maybe that's a blessing in disguise.<br /><br />And to top it all off, it looks likes it's been filmed on someone's mobile phone for broadcast on Youtube. Jerky camera-work, scratches on the print, flickering lights... I had to rub my eyes when I realised it was made in 2001, and not 1971. Even the clothes and fashioned look about three decades out of date!<br /><br />If you think I'm not qualified to do a review of Chronicles having not seen the whole film, then go ahead. YOU try sitting through it, I betcha you won't even make it to the first appearance of the blue-smartie coloured freaks before making your excuses and leaving. It is truly laughable that anyone chose to release it, and honestly you'll get far more fun resting your drink on the disc than actually torturing your DVD player with this gigglesome excuse for horror. In fact, don't for surprised if it packs it's bags and leaves in the morning, leaving you doomed to watch VHS tapes for the rest of your life. You have been warned... 0/10<br /><br />P.S What kind of 18-rated horror has the woman keep a massive sports bra on during the obligatory sex scene?! See, the movie can't even get that part right...;0
Really, I can't believe that I spent $5 on this movie. I am a huge zombie fanatic and thought the movie couldn't be that bad. It had zombies in it right? Was I wrong! To be honest the movie had it's moments...I thought it was cool when the guy got his head ripped off but that was about it. Overall I think that it would be more enjoyable to slide down a razorblade slide on my bare nutsack into a vat of vinegar then watch this movie again. The movie could have been better if we could see some boob but I had to watch the trailers for the other movies produced by this company to see that. Buyer beware...unless you are into masochism.;0
I rented this movie about 3 years ago, and it still stands out in my mind as the worst movie ever made. I don't think I ever finished it. It is worse than a home video made by a high school student. I remember them doing a flashback to 1970 something and in the flashback there was a man with a polo shirt, oakley sunglasses and a newer SUV, like a Toyota Rav-4 or something (I don't remember). I don't understand how they could have possibly said that to be in the 70s. He might have had a cell phone too, I cant remember, It was just horrible. I returned it to the video store and asked them why they even carry the movie and if I could get the hour of my life back. To this day it is the worst movie I have ever seen, and I have seen some pretty bad ones.;0
":Spoilers:<br /><br />I was very disappointed in Love's Abiding Joy. I had been waiting a really long time to see it and I finally got the chance when it re-aired Thursday night on Hallmark. I love the first three ""Love"" movies but this one was nothing like I thought it was going to be. The whole movie was sad and depressing, there were way to many goofs, and the editing was very poor - to many scenes out of context. I also think the death of baby Kathy happened way to soon and Clarks appearance in the movie just didn't seem to fit. It seemed like none of the actors really wanted to be there - they were all lacking emotion. There seemed to be no interaction between Missie and Willie at all.<br /><br />I think the script writers should have went more by the book. It seems like every movie that's been made so far just slips further and further away from Janette Oke's writings. I mean in the movie they never mentioned a thing about the mine and the two boys or Clark getting hurt because of it. And I think Missie and Willies reactions to Kathy's death could have been shown and heard rather than just heard.<br /><br />Out of the four movies that have been made so far I'd have to say that Love's Abiding Joy is my least favorite. I hope with the next four movies that more of the book is followed and if Clarks character is in them I hope he's got a bigger part and I hope his part isn't so bland. I also hope there is more of Scottie and Cookie and maybe even Marty but who knows what the script writers will have in store next.";0
"I've seen all four of the movies in this series. Each one strays further and further from the books. This is the worst one yet. My problem is that it does not follow the book it is titled after in any way! The directors and producers should have named it any thing other than ""Love's Abiding Joy."" The only thing about this movie that remotely resembles the book are the names of some of the characters (Willie, Missie, Henry, Clark, Scottie and Cookie). The names/ages/genders of the children are wrong. The entire story line is no where in the book.<br /><br />I find it a great disservice to Janette Oke, her books and her fans to produce a movie under her title that is not correct in any way. The music is too loud. The actors are not convincing - they lack emotions.<br /><br />If you want a good family movie, this might do. It is clean. Don't watch it, though, if you are hoping for a condensed version of the book. I hope that this will be the last movie from this series, but I doubt it. If there are more movies made, I wish Michael Landon, Jr and others would stick closer to the original plot and story lines. The books are excellent and, if closely followed, would make excellent movies!";0
"I very much looked forward to this movie. Its a good family movie; however, if Michael Landon Jr.'s editing team did a better job of editing, the movie would be much better. Too many scenes out of context. I do hope there is another movie from the series, they're all very good. But, if another one is made, I beg them to take better care at editing. This story was all over the place and didn't seem to have a center. Which is unfortunate because the other movies of the series were great. I enjoy the story of Willie and Missy; they're both great role models. Plus, the romantic side of the viewers always enjoy a good love story.";0
I have read all of the Love Come Softly books. Knowing full well that movies can not use all aspects of the book,but generally they at least have the main point of the book. I was highly disappointed in this movie. The only thing that they have in this movie that is in the book is that Missy's father comes to visit,(although in the book both parents come). That is all. The story line was so twisted and far fetch and yes, sad, from the book, that I just couldn't enjoy it. Even if I didn't read the book it was too sad. I do know that Pioneer life was rough,but the whole movie was a downer. The rating is for having the same family orientation of the film that makes them great.;0
"As a Southern Baptist, it pains me that I must give a below average rating to an overtly Christian movie. There certainly aren't so many that I want to discourage film-makers from a genre that's woefully under-exploited. Still, I must honestly say that ""Love's Abiding Joy"" is a typically low budget, low key, self-consciously Christian film. The plot is predictable, the acting mediocre (I'm being kind), and the editing atrocious. As a TV movie it might have been slightly above average, but as a feature film it leaves much to be desired. Keep trying guys. You've got to have a movie about about real Christians inside you somewhere. Might I suggest you turn to G. K. Chesterton or C. S. Lewis for some inspiration?";0
WARNING: This review contains SPOILERS. Do not read if you don't want some points revealed to you before you watch the film.<br /><br />With a cast like this, you wonder whether or not the actors and actresses knew exactly what they were getting into. Did they see the script and say, `Hey, Close Encounters of the Third Kind was such a hit that this one can't fail.' Unfortunately, it does. Did they even think to check on the director's credentials? I mean, would YOU do a movie with the director of a movie called `Satan's Cheerleaders?' Greydon Clark, who would later go on to direct the infamous `Final Justice,' made this. It makes you wonder how the people of Mystery Science Theater 3000 could hammer `Final Justice' and completely miss out on `The Return.'<br /><br />The film is set in a small town in New Mexico. A little boy and girl are in the street unsupervised one night when a powerful flashlight beam.er.a spaceship appears and hovers over them. In probably the worst special effect sequence of the film, the ship spews some kind of red ink on them. It looked like Clark had held a beaker of water in from of the camera lens and dipped his leaky pen in it, so right away you are treated with cheese. Anyhow, the ship leaves and the adults don't believe the children. Elsewhere, we see Vincent Schiavelli, whom I find to be a terrific actor (watch his scenes in `Ghost' for proof, as they are outstanding), who is playing a prospector, or as I called him, the Miner 1949er. He steps out of the cave he is in, and he and his dog are inked by the ship. Twenty-five years go by, and the girl has grown up to be Cybill Shepherd, who works with her father, Raymond Burr, in studying unusual weather phenomena. Or something like that. Shepherd spots some strange phenomena in satellite pictures over that little New Mexico town, and she travels there to research it. Once she gets there, the local ranchers harass her, and blame her for the recent slew of cattle mutilations that have been going on, and deputy Jan-Michael Vincent comes to her rescue. From this point on, the film really drags as the two quickly fall for each other, especially after Vincent wards off the locals and informs Shepherd that he was the little boy that saw the ship with her twenty-five years earlier. While this boring mess is happening, Vincent Schiavelli, with his killer dog at his side, is walking around killing the cattle and any people he runs into with an unusual item. You know those glowing plastic sticks stores sell for trick-or-treaters at Halloween, the kind that you shake to make them glow? Schiavelli uses what looks like one of those glow sticks to burn incisions in people. It's the second-worst effect in the movie. Every time Schiavelli is on screen with the glow stick, the scene's atmosphere suddenly turns dark, like the filmmakers thought the glow stick needed that enhancement. It ends up making the movie look even cheaper than it is.<br /><br />And what does all this lead up to? It's hard to tell when the final, confusing scene arrives. See, Burr and his team of scientists try to explain the satellite images that Shepherd found as some kind of `calling card,' but none of it makes sense. Why do Shepherd and Vincent age and Schiavelli does not? Schiavelli explains why he is killing cattle and people and why he wants Shepherd dead, but even that doesn't make much sense when you really think about it. I mean, why doesn't he kill Jan-Michael Vincent? After all, he had twenty-five years to do it. And the aliens won't need him if Shepherd is dead anyhow, so why try to kill her? Speaking of the aliens, it is never clear what they really wanted out of Shepherd and Vincent. What is their goal? Why do they wait so long to intervene? How could they be so sure Shepherd would come back? Not that the answer to any of these and other questions would have made `The Return' any more pleasant. You would still have bad lines, really bad acting, particularly by Shepherd, cheesy effects, and poor direction. Luckily, the stars escaped from this movie. Cybill Shepherd soon went on to star in `Moonlighting' with Bruce Willis. Jan-Michael Vincent went on to be featured in dozens of B-movies, often in over-the-top parts. Raymond Burr made a pile of Perry Mason television movies right up until his death. Vincent Schiavelli went on to be a great character actor in a huge number of films. Martin Landau, who played a kooky law enforcement officer, quickly made the terrific `Alone in the Dark' and the awful `The Being' before rolling into the films he has been famous for recently. You can bet none of these stars ever want their careers to return to `The Return.' Zantara's score: 2 out of 10.;0
As a kid I did think the weapon the murderer wielded was cool, however I was a kid and so I was a bit dumb. Even as a dumb kid though the movies plot was stupid and a bit boring when the killer was not using his light knife to kill people. What amazes me is that the movie has a really solid cast in it. What script did they read when agreeing to be in this movie as it is most assuredly boring and only a means to show off a light saber on a very small scale. The plot at times is incomprehensible and the end is totally chaotic. The whole film seems to rotate around aliens and the one weapon. The plot has two kids and some dude having an alien encounter, flash years later and there seems to be a return as it were in the mix. Dead animals and such to be explored and for some reason the one dude gets the weapon of the aliens and proceeds to use it to go on a very light killing spree. Seriously, you just have to wonder why this movie was made, if you are going to have a killer have some good death scenes, if you are going to have alien encounters show more than a weird light vortex thing, and if you are going to have light sabers then call yourself star wars.;0
Jill Dunne (played by Mitzi Kapture), is an attractive, nice woman, over-whelmed by a smart-mouthed teenage daughter, Liv (Martha MacIsaac) and a petty, two-timing husband, Sean (Rick Roberts), both of which were tediously self-centered, and obnoxious.<br /><br />This was advertised as a troubled family stalked by a crazed killer during a relentless storm.<br /><br />The storm doesn't even happen until about the last 5 minutes of the film, and then it isn't anything to send anybody running to the storm cellar.<br /><br />The stalking, likewise doesn't get intense until almost the end of the film.<br /><br />Most of the film we spend listening to Jill and her insufferable daughter, Liv, argue until I just wanted to back slap the daughter into next week.<br /><br />Jill's problem with Liv is that she has taken up with Zack, a boy of questionable character, and they are constantly making out--in fact Jill comes home to find the two of them on Liv's bed.<br /><br />The rest of the time we spend listening to Jill's husband Sean either whine at Jill or criticize her.<br /><br />Sean was not at all appealing--since his face is so covered in freckles you could play connect the dots.<br /><br />The story begins with Jill being notified of an out-standing bill on their credit card for a hotel she has never been to, and that she thought Sean had never been to either.<br /><br />Jill goes to the hotel where she meets the owner & manager, Richard Grant (Nick Mancuso), a very nice, older, divorced man, who is sympathetic to her. In fact, when he spots her husband there again, he phones Jill and tips her off.<br /><br />Jill returns to the hotel, sees Sean with another woman. She is upset, leaves without Sean seeing her, and does absolutely nothing. In fact, she doesn't even say anything to Sean when he arrives home. This made no sense to me.<br /><br />Jill has given Richard her business card, and so he calls her and she is apparently in real estate. She shows him a condo. Afterwards they have a drink, and things get cozy between them.<br /><br />Richard and Jill are getting it on, hot and heavy. In fact, he seems a bit more aggressive than necessary, when Jill suddenly decides to cut out.<br /><br />Jill and Sean have a confrontation about his cheating. Sean whines about how Jill has been letting him down since her father died. Apparently his lack of any morals is all her fault. Eventually Jill confesses her own lack of morals and near adultery to Sean--and of course that's all her fault too, as far as Sean is concerned.<br /><br />The little family decides to go on a camping trip--which means more whining and grousing among them, especially from the spoiled daughter.<br /><br />I was so rooting for the stalker to get everybody, but Jill.<br /><br />3 stars;0
"This movie sucked. It really was a waste of my life. The acting was atrocious, the plot completely implausible. Long, long story short, these people get ""terrorized"" by this pathetic ""crazed killer"", but completely fail to fight back in any manner. And this is after they take a raft on a camping trip, with no gear, and show up at a campsite that is already assembled and completely stocked with food and clothes and the daughters headphones. Additionally, after their boat goes missing, they panic that they're stuck in the woods, but then the daughters boyfriend just shows up and they apparently never consider that they could just hike out of the woods like he did to get to them. Like I said, this movie sucks. A complete joke. Don't let your girlfriend talk you into watching it.";0
Lifetime did it again. Can we say stupid? I couldn't wait for it to end. The plot was senseless. The acting was terrible! Especially by the teenagers. The story has been played a thousand times! Are we just desperate to give actors a job? The previews were attractive and I was really looking for a good thriller.Once in awhile lifetime comes up with a good movie, this isn't one of them. Unless one has nothing else to do I would avoid this one at all cost. This was a waste of two hours of my life. Can I get them back? I would have rather scraped my face against a brick wall for two hours then soaked it in peroxide. That would have been more entertaining.;0
"I have to say I am really surprised at the high ratings for this movie. I found it to be absolutely idiotic. The mother gets ""visions"" when she touches certain things or people? And one thing she touched twice made her vision continue... Just seemed so ridiculous. Deedee Pfieffer's performance was awful I thought. She was very irritating. The girl who played Lori did a good job and so did most of the supporting cast for what they had to work with.<br /><br />I usually love LMN and am very open minded when it comes to movies but this movie seemed to have a ridiculous plot and over the top acting and it just was not for me.";0
This movie has beautiful scenery. Unfortunately it has no plot. In order to have a plot there must be a conflict. This movie had none. It spent two hours painting a beautiful scene and failed to ever place any activity in it. The picture tries to be artistic but fails to pay attentions to the fundamentals of story telling.<br /><br />If you love Montana scenery and fly fishing you will find some value in this film just don't expect a story. There isn't one.;0
"This is the start of a new and interesting Star Trek series. It has a ""down to earth""-kind of feel with darker and less ""plaggy"" scenography.<br /><br />The characters need some more time to develop but they have potential. One thing that is fairly disappointing (with all Star Trek series really) is that they portray such a gloomy picture of the equality between men and women in the future when they paint a very positive picture about everything else. (Earth has stopped war, famine etc)<br /><br /> The female characters here are two, subcommander T'Pol who is vulcan and communications officer Hoshi who is human. Hoshi is quite wimpy and T'Pol is made to be a ""vulcan babe"".<br /><br /> Some of the crew attitudes feel a bit too American (as opposed to the more international feel of the TNG-crew) but creates interesting dynamics.<br /><br /> A very good pilot though for a very good series.";1
I have been a Star Trek fan for as long as I can remember. When they announced the planning and premiere of the fifth series I was very excited.<br /><br />The premiere of Enterprise was well worth the wait. It was well done with the perfect setting and a great acting job done by all the characters. The NX-01, Enterprise is the perfect vessel to show the beginnings of what many people have come to love.<br /><br />Scott Bakula was just superior as Captain Jonathan Archer. Jolene Blalock gave a commanding performance as Subcommander T'Pol. That it just two people of this wonderful new crew that is boldly going to take us into the great history of Starfleet.<br /><br />Enterprise looks like it's going to be a good series well worth watching, and I recommend that. Watch it.;1
Let me first state that while I have viewed every episode of StarTrek at least twice, I do not consider myself a Trekker or Trekkie. Those are people who live in their parents basement and attend conventions wearing costumes with pointed rubber ears. I gave this movie a seven casting aside the fiction historical errors. The acting was better than average, but the plot held no surprises. They tried very hard to reverse engineer the technology but still the special effects were just to great a temptation. Now as to the historical errors, if you call them that, the first Capitan to pilot the Enterprise was Commander April, then Capt. Pike, Jim Kirk, etc.. According to a statement made by both Riker and Kirk we dicovered the Klingons and educated them and gave them the technology (that's the reason a prime directive was created) but like I said these are no reason to discredit this fine series. I hope the plots will get deeper, and then special effects can take a backseat.;1
Take 4 couples whose relationships were already on the rocks and put them on an island paradise where they'll be tempted by 26 singles. This was the premise of the show, simple yet outrageous & funny. Leave it to Fox to throw morality out the window & let the debauchery flow. It was like a real-life version of Melrose Place. The good thing about the show is that it wasn't about people conniving & manipulating each other for a cash prize. It was about lust & temptation, pure and simple & the ultimate test for a relationship.<br /><br />People either loved the show or hated it. It was kind of like slowing down to look at a horrific traffic accident. You know you shouldn't watch, but you can't help but look. Drama aside, there was a lot of eye candy.;1
"Obsession comes in many flavors, and exists for a variety of reasons; for some it may be nothing more than a compulsive disorder, but for others it may be an avenue of survival. Lack of nurturing, combined with an inability to negotiate even the simplest necessities of daily life or the basic social requirements, may compel even a genius to enthusiastically embrace that which provides a personal comfort zone. And in extreme cases, the object of that satisfaction may become a manifested obsession, driving that individual on until what began as a means of survival becomes the very impetus of his undoing, and as we discover in `The Luzhin Defence,' directed by Marleen Gorris, a high level of intelligence will not insure a satisfactory resolution to the problem, and in fact, may actually exacerbate the situation. Obsession, it seems, has no prejudice or preference; moreover, it gives no quarter.<br /><br />	At an Italian resort in the 1920's, Alexander Luzhin (John Turturro) is one of many who have gathered there for a chess tournament, the winner of which will be the World Champion. Luzhin is a Master of the game, but he is vulnerable in that chess has long since ceased to be a game to him; rather, it is his obsession, that one thing discovered in childhood that saw him though his total ineptness in seemingly all areas of life, and enabled him to cope with the subtle disenfranchisements of his immediate family. So Luzhin is a genius with an Achilles heel, a flaw which perhaps only one other person knows about and understands, and furthermore realizes can be exploited for his own personal gain at this very tournament. That man is Valentinov (Stuart Wilson), Luzhin's former mentor, who after an absence of some years has suddenly reappeared and made himself known to Luzhin.<br /><br />	Valentinov is an unwelcomed, disconcerting presence to Luzhin, and once again life threatens to overwhelm him. Not only is he about to face a formidable opponent in the tournament, Turati (Fabio Sartor), against whom in a previous match he emerged with a draw after fourteen hours, but he is also attempting to resolve a new element in his life-- his feelings for a young woman he's just met at the resort, Natalia (Emily Watson). And, genius though he may be, dark clouds are gathering above him that just may push Luzhin even deeper into the obsession that has been the saving grace, as well the curse, of his entire life.<br /><br />	To tell Luzhin's story, Gorris effectively uses flashbacks to gradually reveal the elements of his childhood that very quickly led to his obsession with chess. And as his background is established, it affords the insights that allow the audience to more fully understand who Luzhin is and how he got to this point in his life. For the scenes of his childhood, Gorris textures them with an appropriately dark atmosphere and a subtle sense of foreboding that carries on into, and underlies, the present, more pastoral setting of the resort. The transitions through which she weaves the past together with the present are nicely handled, and with the pace Gorris sets it makes for a riveting, yet unrushed presentation that works extremely well. She also underplays the menace produced by the presence of Valentinov, concentrating on the drama rather than the suspense, which ultimately serves to heighten the overall impact of the film, making Luzhin's tragedy all the more believable and unsettling.<br /><br />	The single element that makes this film so memorable, however, is the affecting performance of John Turturro. For this film to work, Luzhin must be absolutely believable; one false or feigned moment would be disastrous, as it would take the viewer out of the story immediately. It doesn't happen, however, and the film does work, because the Luzhin Turturro creates is impeccably honest and true-to-life. He captures Luzhin's genius, as well as his inadequacies, and presents his character in terms that are exceptionally telling and very real. It's a performance equal to, if not surpassing, Geoffrey Rush's portrayal of David Helfgott in `Shine.' And when you compare his work here with other characters he's created, from Sid Lidz in `Unstrung Heroes' to Pete in `O Brother Where Art Thou?' to Al Fountain in `Box of Moonlight,' you realize what an incredible range Turturro has as an actor, and what a remarkable artist he truly is.<br /><br />	As Natalia, Emily Watson is excellent, as well, turning in a fairly reserved performance through which she develops and presents her character quite nicely. Though she has to be somewhat outgoing to relate to Luzhin, Watson manages to do it in an introspective way that is entirely effective. Most importantly, because of the detail she brings to her performance, it makes her accelerated relationship with Luzhin believable and lends total credibility to the story. You have but to look into Watson's eyes to know that the feelings she's conveying are real. It's a terrific bit of work from a talented and gifted actor.<br /><br />	The supporting cast includes Geraldine James (Vera), Christopher Thompson (Stassard), Peter Blythe (Ilya), Orla Brady (Anna), Mark Tandy (Luzhin's Father), Kelly Hunter (Luzhin's Mother), Alexander Hunting (Young Luzhin) and Luigi Petrucci (Santucci). Well crafted and delivered, `The Luzhin Defence' is an emotionally involving film, presented with a restrained compassion that evokes a sense of sorrow and perhaps a reflection upon man's inhumanity to man. We don't need a movie, of course, to tell us that there is cruelty in the world; but we are well served by the medium of the cinema when it reminds us of something we should never forget, inasmuch as we all have the ability to effect positive change, and to make a difference in the lives of those around us. I rate this one 9/10. <br /><br /> <br /><br /> <br /><br />";1
"Walking home after the film, I was humming the familiar waltz music that Natalia and Alexandre were dancing to. I've heard that before - where? Ah, from Kubrick's ""Eyes Wide Shut"" (track 2), 'got it just as I arrived at the door. It's ""Waltz No. 2 from Jazz Suite No. 2"" composed by Dimitri Shostakovich, performed here by The City of Prague Philharmonic Orchestra. Yes, I went and picked up the soundtrack from Tower's. What a treat! The film score by Alexandre Desplat was fulfilling - there are fifteen tracks besides two tracks of the delightful waltz. It's not often these days we get a soundtrack entirely dedicated to a comprehensive film score. Reminds me of favorite scores by Maurice Jarre, Ennio Morricone (beginning notes of track 6 have traces of ""Nuovo cinema Paradiso""), Georges Delerue, and John Barry. There are subtle nuances of strains and notes from the strings, celeste, piano, and harp. <br /><br />Emily Watson and John Turturro delivered a credibly consuming paired performance. The love story, their intimate connection, is very much between Alexandre and Natalia - his childlike yet tormenting inner world, and her generous and bold understanding of him - a relationship alone to them both. Director Marleen Gorris of ""Antonia's Line"" (1996 Academy Award's Best Foreign Language Film from the Netherlands) gave us a quietly sensitive film - not without its unsettling human conflicts, intrigues, obsessions, family strives, lovingness and respect. The front-end subject is the mind-game and mathematical logic of chess. Beneath it can be a mild tearjerker of a drama set in the late 1920's. Cinematography captures the serene beauty of Lake Como in northern Italy near the Swiss border.<br /><br />I highly recommend the soundtrack if you don't feel like going to the movies. Alexandre Desplat's lyrical film score of ""The Luzhin Defence"" is complete.";1
Part of the enjoyment that I took from this film stemmed from the fact that I knew nothing more about it than that it starred John Turturro and Emily Watson (2 reasons enough to watch), was a period piece and involved chess. Everything that evolved before me was completely unexpected. I shan't, therefore, give away much more. Suffice to say that Turturro is magnificent as an eccentric, obsessive and deeply vulnerable chess genius and Em matches him step for step as the strong-minded woman who is drawn to him. It's about love and obsession, rather than the venerated board game and after drawing me in gradually over the first half hour, became totally compelling. And I defy anyone to second-guess the ending.;1
"A movie of outstanding brilliance and a poignant and unusual love story, the Luzhin Defence charts the intense attraction between an eccentric genius and a woman of beauty, depth and character.<br /><br />	It gives John Turturro what is probably his finest role to date (thank goodness they didn't give it to Ralph Fiennes, who would have murdered it.) Similarly, Emily Watson shows the wealth of her experience (from her outstanding background on the stage). To reach the tortured chess master (Turturro) her character has to display intelligence as well as a woman's love. Watson does not portray beauty-pageant sexuality, but she brings to her parts a self-awareness that is alluring.<br /><br />	In a chance meeting between Natalia (Watson) and Luzhin, she casually stops him from losing a chess piece that has fallen through a hole in his clothing - a specially crafted piece that, we realize later in the film, has come to symbolize his hopes and aspirations. Later, as their love affair develops, she subtly likens dancing to chess (Luzhin has learnt to dance but never with a partner); she encourages him to lead her with ""bold, brilliant moves"" and in doing so enables him to relax sufficiently to later play at his best (and also realize himself as her lover).<br /><br />	This is a story of a woman who inspires a man to his greatest achievement and, in so doing finds her own deepest fulfillment, emotionally and intellectually (Or so we are led to believe - certainly, within the time frame, Natalia is something of a liberated woman rather than someone who grooms herself to be a stereotypical wife and mother).<br /><br />	The Italian sets are stunning. The complexity of the characters and the skill with which the dialogue unfolds them is a delight to the intelligent movie-goer, yet the film is accessible enough to make it a popular mainstream hit, and most deservedly so. Chess is merely the photogenic backdrop for developing an emotional and emotive movie, although the game is treated with enough respect to almost convince a chess-player that the characters existed. Although a tragedy of remarkable heights by a classic author, the final denouement is nevertheless surprisingly uplifting.";1
'The Luzhin Defence' is a movie worthy of anyone's time. it is a brooding, intense film, and kept my attention the entire time. John Turturro is absolutely stunning in his portrayal of a tender, eccentric chess Grandmaster, and Emily Watson is spell-binding as the gentle but rebellious daughter of a highly respected Russian family. The chemistry between Watson and Turturro on screen is obvious from the moment their characters meet in the story. All in all, this movie is one of the best in-depth looks at the life of a chess Grandmaster, and Turturro and Watson add a whole non-mainstream, non-cliche feel to the film. Most people will come out of the theater thinking, and feeling somewhat touched by this brilliant look at the most unlikely of love stories.;1
'The Luzhin Defence' is a good film with fine central performances, but too much of the novel and not enough of the filmmaker's craft shines through. It felt through most of the film that the characters just helped to push the narrative along. Marlene Gorris could perhaps have examined the psyche of Luzhin, rather than depicting him as a tortured innocent victim torn apart by the cruel motives of others.<br /><br />Adapting literature for the screen is clearly a difficult task, especially a novel written in the early 20th century. This film does not go deeply enough into the relationship between Luzhin and Natalia. Natalia's rift with her mother comes across a churlish disagreement by the mother rather than a dramatic flashpoint in the film. I felt that I was put through Luzhin's torment and eventual tragic end, without being given the pleasure of having his unusual and complex personality unravelled. However, this was a moving and enjoyable film but certainly not a great one.;1
"Alexandr ""Sascha"" Luzhin (John Turturro) is a former leading chess player attempting a comeback at an Italy-hosted tournament. His brilliance is unquestioned but his obsession with chess has stunted his growth in all other aspects of his life. Natalia (Emily Watson) is a beautiful heiress who has come to the same resort with her mother, Vera (Geraldine James) to scope out possible marriage partners. Vera leans toward a handsome count but, astonishingly, Natalia is more fascinated by Sascha, whom she met on a walk. Sascha, too, is taken with Natalia and proposes marriage at their second meeting. But, with the concentration that Sascha must give to the chess matches and, with other happenings in his past still causing problems, will he win the heart of Natalia? Oh, and can he become the chess champion, also? This is a lovely film, based on a novel by Nabokov. The acting is amazing, with Watson very fine as the beautiful little rich girl and Turturro utter perfection as the shy, awkward chess enthusiast. James gives quite a nice turn as the overbearing mother and the other cast members are wonderful as well. As for the look of the film, it could not be better. The scenery is of the put-your-eye-out variety, the vintage costumes are gorgeous and the cinematography is deserving of much applause. Yes, the story is unusual and told with the use of flashbacks, at times, making it a film not everyone will appreciate. Then, too, the ending is bittersweet. However, if you love romance, period pieces, great acting, knockout scenery, or the fine art of motion picture creation, don't miss this one. You will be defenseless in resisting its multitude of charms.";1
very few chess movies have been made over the last couple of years ,but this one is more than just a chess movie its a story about the need to be loved and the need to win it,John Toturro plays a psychologically challenged man ,nothing matters to him accept 64 squares and 32 pieces ,the game validates him as a person ,when he looses a game he looses the one thing that makes sense to him and John Torturro expresses this in a beautiful fashion,even the love of a woman was not enough to save him from his sad existence.It makes you wonder if there other Luzon's out there who obsess about the game,i am sure they are,if you are a chess enthusiast it won't hurt to watch it.Its an intelligent piece of work laid out properly and executed well,it achieves its objectives,unfortunately i doubt if there will be sequel.;1
This is a poem on film, wonderfully presented and photographed with sensitive artistry. It captures the atmosphere of the time and place perfectly. (Italy's lake district in the twenties.) It's a love story with a twist. The characters are unique and believable. The settings are deliciously exotic. Some of the scenes --- the funeral boat in the fog --- the high long shot of the chess table in the centre of an intricately patterned tile floor --- are beautiful images. And rather than the mandatory happy ending, this story has a bitter sweet one. If film is an art, this is close to a masterpiece.<br /><br />;1
This is one of the unusual cases in which a movie and the novel on which it is based are both great. Maybe this is because Gorris' takes Nabokov's initial ideas and gives them a different interpretation. The final consequence is a point of view over Luzhin which dignifies him more than the Nabokov's one.<br /><br />The only thing in the movie which I don't like is the influence of Valentinov's on Luzhin's destiny. I can't imagine Nabokov creating a person like Valentinov and giving him so great influence on novel's argument.;1
