label	text
0	Cheesy 80's horror co-starring genre favs Ken Foree and Rosalind Cash along with Brenda Bakke are some of the featured players in this tale about a haunted health club. Goofy dialogue and some nasty gore effects make this movie watchable. Not bad but no great shakes either.<br /><br />Recommended for the bad dialogue and acting. B-movie fans only.<br /><br />B
0	"Seems Sensei Seagal is getting more and more moralising and less ""action packed"". To date this has to be his worse movie... no action, a poor story line, an impossible plot and to make things worse, one of the CHEEZIEST endings I have ever seen.<br /><br />Seagal films are like seeing a Dirty-Harry, you do not go see it for the great social causes or impeccable acting... you want a good action flick.<br /><br />On a scale of 1 to 10, this one gets a 1..."
0	The year still has three weeks to go but unless a really horrendous turkey shows up before then, Passion Of the Mind may be the winner of my lousiest movie of the year contest. An interesting idea badly executed. And, for that matter, badly acted. Demi Moore is very good at curling her lip and smoking cigarettes, but is that all she does? And why so many cigarettes. Did Ligitt and Myers or one of the other bad boys of nicotine have some of their illicit profits invested in this production. It's confusing, silly and moves at the frantic past of a arthritic earthworm. I gave it a 3. Should have been a 2!<br /><br />
0	im sure he doesnt need the money for a life saving operation or transplant. in all honesty i think this review qualifies as a better movie than 'bulletproof'. thanks for listening.
1	This is a very strange little short film that initially didn't impress me. From a purely aesthetic point of view, the animation here certainly ain't pretty--though after a while you notice that the simple and silly drawings do possess a certain odd charm. That's probably because with the script as screwy as this one, the animation works.<br /><br />The film shows an older couple sitting at the table playing Scrabble. At the same time they are fixated on this game or other bizarre pursuits (such as the husband's compulsion to saw things--even the chair and table)! And all of this stuff occurs as the television warns of pending atomic annihilation--Armageddon is definitely here! Naturally, the neighbors are screaming and running amok--during which time the couple obliviously continues with this idiotic game. Heck, even their cat knows the end is coming as the couple begin bickering about who may or may not have cheated--leading to a very surreal ending indeed!! The film deserves kudos for both being unique as well as very funny. While it did not win the Oscar, it was nominated for Best Animated Short--which it richly deserved.
0	Written by, directed by and starring the champ of camp Bruce Campbell. Easy on its easy to tell this is a budget on a shoestring affair; filmed independently in Bulgaria. All I can really say for sure is that silly is not always funny. Campbell plays an affluent American business man with a cheating wife(Antoinette Byron)and trying to close a business transaction before he is murdered. He hires a cabbie to drive him around a strange little town; not knowing that his wife is 'carrying on' with the taxi driver. Within moments of Campbell being bludgeoned; the cabbie is killed in the same location. A mad scientist(Stacy Keach)proceeds with an experiment putting the cabbie's brain inside the American's head. With massive stitches on his forehead, Campbell breaks free and roams the streets looking for his wife; all the while he is arguing with a strange voice inside his over-sized head. Campbell contorts his rubbery face making silly expressions as he argues with himself. Thus, Bruce is doing what he does best and no doubt his many fans will be pleased. I get the impression this must have been written as a straight comedy. Rounding out the cast are Ted Raimi, Tamara Gorski, and Vladmir Kolev. Watch for this on the Sci-Fi Channel.
1	"'Boogie Nights' uses its protagonist, Dirk Diggler, as a metaphor for accumulated celebrities from a decade in America's shameful past, which was comprised of an unexpected rise in pornography, therefore resulting in an abundance of corrupted youth. Its lead character borrows traits from a various assortment of genuine actors, involving himself in many illegal affairs that have been dabbled in by celebrities in Hollywood, and all-too-often exploited by the press. It seems like the sort of tall tale that might appear on an E! True Hollywood Story special. Drugs, sex and violence -- the American Dream. But what goes up must come down, and the bigger it is, the harder it falls.<br /><br />Dirk Diggler's dreams are huge, as is another valuable asset on his body. Dirk's real name is Eddie Adams, a Californian who dreams of becoming a star. He believes that God gives one great talent to every individual on the planet, and his gift is a rather unusual one. After falling out with his mother, Eddie leaves home and meets the sleazy Jack Horner (Burt Reynolds), an adult film director who offers him work. Eddie eventually becomes a major porn star, representing the leading ""actor"" in most of Horner's films. With newfound success, Eddie is told that he needs to invent a new alias for himself, and so Dirk Diggler is born.<br /><br />Eddie/Dirk himself is primarily based on infamous porn star John Holmes, whose life story was adapted in 2003 with 'Wonderland', which starred Val Kilmer. 'Boogie Nights' is unarguably the better of the two, proving that movies about pornography can be made without disgusting its target audience: regular cinema-goers.<br /><br />The film takes place in 1977, an era of artistic pornography -- filmmakers truly believed that they could compensate for the low points of X-rated features by adding deep stories and mesmerizing atmosphere. In a way, the film's director -- Paul Thomas Anderson -- implements a very artistic approach to the project, resulting in a gratuitous and artistic movie about a period in American history when smut was indeed both gratuitous and artistic. Anderson's style is so deep, and so distinct, that we soon feel as if we are reliving the era first-hand. Not a moment goes by where we are unconvinced of the time range dealt with in the film.<br /><br />All was not happy on the set of 'Boogie Nights'. Prior to filming, Anderson approached Reynolds repeatedly, asking him many separate times to play the role of Horner. Eventually, Reynolds agreed, but claimed that the film was horrible and the worst role of his career, publicly disowning it, before being nominated for a Best Supporting Actor Academy Award and suddenly shutting up. A year before, Anderson had suffered title disputes over Sydney/Hard Eight. He preferred the latter title for his film, and New Line Cinema thought the former was more marketable. He essentially lost the battle, and Anderson wisely avoided title disputes this time around by inserting the words ""boogie nights"" into his movie through the mouth of a character.<br /><br />The casting of the film is one of its finest aspects. The Paul Thomas Anderson regulars are here, as well as a whole top-notch cast of first-timers. To name some of the more well-known stars: John C. Reilly, Phillip Seymour Hoffman, Luis Guzman, William H. Macy, Heather Graham and Julianne Moore. But the entire movie essentially borders down to Mark Wahlberg, as Eddie, who is surprisingly convincing in his role. Wahlberg, previously known for his singing career and disappointing Hollywood pursuits, has all the necessary traits to portray such a character. This is his best role to date.<br /><br />Anderson knows how to captivate his audience and take complete control of every scene. When Jack Horner first meets Eddie, Anderson slyly uses stars in the backdrop, a sign of things to come, and hidden symbolism as finely acute as it can be. The opening scene is three minutes, a long tracking shot that follows Jack and Amber into a night club, where most of the characters are first introduced. It reminds me of the discussions regarding tracking shots in Robert Altman's 'The Player' -- it works so brilliantly in Boogie Nights, and is the first indication that Anderson knows what he is doing behind the camera. His style is fast-paced in the vein of Martin Scorsese, where shots zip around quite quickly but never seem rushed. Incidentally, Anderson references two classic Scorsese shots -- the closing De Niro mirror speech from 'Raging Bull' and the tracking nightclub scene from 'GoodFellas'. Anderson is a young, growing director who is remarkably mature in story and direction, despite his age. Whereas his first feature film, 'Hard Eight', was noticeably wise and poignant, 'Boogie Nights' is even more so.<br /><br />'Boogie Nights' began as an effort of love on Paul Thomas Anderson's account. Having filmed the extraordinary Hard Eight in 1996, Anderson's film is pragmatic to such an extreme that it almost seems genuine. Boogie Nights invigorates us with its gratuitous content, occasionally bordering on the verge of pornography, only it is far more sophisticated than such trash. It is a blazing, wonderful modern-day masterpiece that is as mind-numbingly explicit as it is wild and stylish. Arguably Anderson's best film and among the greatest -- and most important -- projects of the last decade."
0	"I chose this movie because I was looking for a triangle friendship between a girl & two boys. As I lived this situation and get lost in it, I hope a similar story would inspire me. <br /><br />My major concerns are: - Why (a) & How (b) the triangle forms ? - Why (c) & How (d) the triangle degenerates ?<br /><br />(a) The movie offers a plain answer: ""because it's better !"". <br /><br />(b) here, it's an open triangle: the three share things together. Mine was a closed one: every ones knows the others but never the three are together or speak about the missing one: <br /><br />(c) The movie doesn't offer spoken explanations but rather prefer visual & emotional assumptions: the end comes with sensuality, sexuality coming up in the triangle, or more accurately, when for one member, deep feelings are tied with intimacy, and, as for the latter and the former, they can be divided. I agree with that.<br /><br />(d) In the movie & in my story, silence is the proof that something isn't well.. And in a ironic and painful way, the tool for this sad times, is always the phone: I lived this dreadful planned phone-call: ""Call me back: I wait you"" and when time comes, the phone is silent. A variation is also shown, when the line is connected but one refuses to speak All those scenes were very very hard to see for me.<br /><br />If the movie was a great help in that way, he got also a lot of flaws:<br /><br />- I zapped on the boy's family problems<br /><br />- why the shower scene on the DVD cover is cut on the movie? <br /><br />- how Mickael gets finally into the hotel ? <br /><br />- is Clément always seeing Salomé ? he says ""no"" but has her address; and who is the girl with him in the bar: his girlfriend ? how can she knows about the address ???<br /><br />- what finally happens to Vanessa: the ring at the final shoot is a proof of engagement ??? with whom ?????"
1	"I wanted to love this movie. Everything seemed to be in place for an enjoyable, if not groundbreaking, film. It was set in southern France, good-looking and recognizable actors led the cast, and I really admired the vibrant African costumes, the proverbs and music. Despite all this, I didn't love it. Movies are supposed to convey their meaning at the first viewing, but ""Secret Laughter"" doesn't do that. Nimi and Matthew, as played by Long and Firth (both of whom have played romantic leads before and should have known better), radiate as much warmth and passion as dried fish. I used 'dried fish' deliberately, because it was one of a few - too few - strong lines and moments sprinkled throughout the film. Another winner was when Nimi catches Matthew snooping around her apartment. He finds a book of hers with her first name written on it and says: ""Your name is Nimi. I never knew."" Then he insists that she call him by his Christian name. I watched this scene intently as Matthew asked Nimi over and over to ""say my name"", realizing that up until that moment, they always called each other by their last names. I thought this was a turning point for the film, and expected that it get better. It didn't. Why do Nimi and Matthew always seem to stand at ten paces, even in that ""say my name"" scene? What does Matthew like about Nimi, aside from her obvious beauty? And why would a sensible woman like Nimi fall for a comic book writer who regards his marriage as something he can put on hold when a beautiful exotic 'adventure' comes along? And I'd like to add that it was a little hard for me to get behind a romance built on adultery. Yes, Jenny is a vicious harpy, but if I were in her shoes, but I'd probably match her Cruella tactics to stop my husband from straying. Believe it. The story hints at Nimi's painful past, but never fully explores it. Some critics say Firth seemed a little awkward here, and I agree. For goodness sake, the actor summoned more palpable longing and passion as that early 19th-century snob Mr. Darcy (and while wearing those hideous britches)! As for Long, who did shine in 'Love Jones', there were times when she seemed to concentrate more on her accent than playing her character. Even so, there were many moments  the 'say my name' scene among them  when she was in total control and came across really well. Yet, 'Secret Laughter' is not without its redeeming qualities, and I've found that it grew on me with more viewings. Nene was well portrayed as supportive and well-meaning, even if she doesn't fully understand Nimi's attraction to Matthew. I absolutely loved it when Nene faced off with Mama Fola in those dueling proverbs scenes. My husband liked it, and usually he's the first to sigh and throw insults at the screen if he doesn't like what is going on. He even chuckled at the scene when Sammy asked Matthew some very frank questions about sex. So there you have it. 'Secret Laughter' was good enough to entertain an avowed curmudgeon like my hubby, but an avid moviegoer like myself will need more than one viewing to appreciate what the director and writer were trying to convey."
1	This film has not been seen by me in quite a few years. It came on the Disney Channel in the wee hours of the morning. I stayed up to watch it, and found it even more entertaining than the first time. The story, the scenery and the characters are as good as they come. I know that if anyone takes the time to view this film, they will find it definitely worth seeing a second time. It's very memorable in more ways than one. I would recommend this film to anyone because it is both entertaining and educational for all concerned.<br /><br />s
0	The acting was bad, and the plot, well i don't think there was one.<br /><br />Some fat blonde chap who is always dressed in a dinner suit, kidnaps a sort from a nightclub, i think he then kills a copper. pointless fights then happen Kidnapped girl is put in cage on a boat, why? Tough uncompromising martial arts trained cop turns up, speaks bad english and does stuff that does not make sense. Its utter tripe. But he does have a nice car. christ on a bike, this film was a waste of 90 minutes.
0	"So unfortunately me and my mate watched this!!! It was showing on a Sky channel over here called ""Zone Horror"" which basically shows crappy B-movie horror films 24/7. It was a boring Friday night, so decided to have a laugh and give this one a look. Apart from the atrocious acting, the awful plot, the dire effects, the shoddy camera work and the brain numbing ridiculousness of it all, it was OK, LOL!!! In all seriousness it was quite a laugh picking holes in it and laughing at the goofy actors. There is a bit of semi-nudity which perked the movie up a bit, unfortunately it was the ""uggo"" who got topless as my mate calls her :oD If you're bored one evening and this happens to be playing, take a chance, you just might like it :)"
1	"I enjoyed this film and after it finished it still makes you think about it. I believe Jeremy Brett is brilliant in this role although his ""death"" acting was a little over the top, but as its Jeremy Brett I didn't mind.<br /><br />This is a good piece of drama and does follow Oscar Wildes novel very closely. If you enjoy this film then I recommend you also watch ""An Ideal Husband"" with Jeremy Brett as Lord Goring.<br /><br />This film gives a great insight into Oscar Wildes way of thinking.And while watching it the viewer is reminded of how in a way Dorian Grey is Lord Alfred 'bosie' Douglas and Basil Halward is Oscar Wilde."
0	Jason Connery is not an actor; he is the son of an actor. His Macbeth is the worst I have ever seen. Oh yes, he murders king Duncan, but he also kills William Shakespeare. His wife is even worse. Please, give me Polanski's version on DVD, so I can forget this monster. Jon Finch, Orson Welles, Laurence Olivier, there you have ACTORS!
1	A study of one of those universally familiar, physical and/or emotional states: isolation. I think the film also comments on cultural displacement too.<br /><br />The film presents the experiences of two Turkish men (cousins). One has money (and the comforts that come of having 'made-it' with a steady income); the other has none and goes in search of work. Neither are happy. Expect no celebration of life here - this is loneliness, warts and all.<br /><br />The film succeeds in offering a powerfully bleak traverse across the 'low lands' of the human condition. Brave film-making. Well-acted and well-shot in my view (outdoor shots by the harbour being my own favourites). A film that should inspire gratitude in anyone who is not a stranger to happiness and fulfilment in life (not to mention employment); everyone else will find a companion in this film. A film with all the warmth and pace of an ice-floe. Expect a bitter pill, not a 'happy pill.'
0	Surely one of the lamest shows ever to be produced on these shores and thats saying something. Even many of the lead actors didn't stick around for the duration. The fact that it ran for eight years is a sad indictment on the average intelligence and cultural nous of the Aussie viewer. It went round and round in circles, with repetitive gags and poorly-drawn characters. Arthur MacArthur, for god's sake. did they actually pay the writers of this show? I wonder if anyone checked their qualifications. There were tired gags about rural people and second-rate farce situations that were poor imitations of a thousand English and US sitcoms that had gone before. I think that's what I hate about it so much, that it appears no one involved wanted to make it memorable, original or clever, instead opting for the lowest common denominator each time.
0	"This movie is one of the worst movie i have ever seen in my life! i waste my time on this. I watched this movie completely as i took it a punishment for me. I wonder how Suneel Darshan could make such a movie? it doesn't have any continutity. It feels he just shoot scenes and then joined them in some editing software!!! Music is of course good but the film doesn't need so many unwanted songs. Kangana Ranaut looks fake and I wonder what role does Celina Jaietly has in the movie? Bobby deol is good. at least he can act! Upen Patel needs to take some acting lessons rather than taking off his shirts in almost all the scenes! The end was the most pathetic!<br /><br />I watched Shakalaka Boom Boom after watching ""300"" (the movie), you guys can really imagine what i felt about this bollywood movie. <br /><br />I really respect bollywood but please directors and producers, get real, not everything is fantasy!"
1	The best British Comedy Film ever! For years English comedy television programs have turned into films and have flopped, 'Are You Being Served?' 'Dads Army', the list goes on. However the popular dark humoured BBC television show; 'The League of Gentlemen' has managed to not only create a film which has managed to not be a flop but has also managed to be the best British Comedy Film ever! With its dark and horrific twists and turns The League of Gentlemen's Apocalypse is British Talent at its best! Its intriguing demonic storyline written by the League of Gentlemen (Mark Gatiss, Steve Pemberton, Reece Shearsmith and Jeremy Dyson) matches with the Gents (and guest cameos) superb acting! This I hope is not the end of Royston Vasey, not after this great success anyway! Don't think that if you have not seen The League of Gentlemen on the telly that you will not understand whats going on. Its all well explained and by the end of the film you will be happy with the result but you are still left hungry for more... Mmmm, Special Stuff.
1	This is one of the best lesbian films i have ever seen! This series brought joy and sadness of true love. Being set in the 1800's was an amazing look at lesbian lives and desires of lesbian women. The cast was beyond expectation! Rachael Stirling is an amazing actress, i have never seen her other works but her portrayal of Nan made me connect with her feeling her heartache and pains and love. The one thing i feel most important is connecting with the characters in anything i watch. If anyone has doubts on seeing this film...Think twice! This is a must see series. Well done again to BBC! We need more lesbian films that portrays real love and hurts, like this one. Living in Canada i had this DVD imported and i am so thrilled to have purchased it.
1	"Inside I'm Dancing (Rory O'Shea Was Here)is the story of two handicapped young men, Rory O'Shea, who is almost completely immobilized and confined to wheelchair, and Michael Connelly who is debilitated by MS and also confined to a wheelchair.<br /><br />Set in Ireland, the film opens with Rory arriving at a assisted living center. He eventually befriends Michael but only after a few tense scenes where Rory rebels against the staff and other patients in the usual ""movie way"" playing loud metal music, using profanity, and general obnoxiousness. His budding friendship with Michael is cemented by the fact that Rory seems to be the only one who understands Michael, or is at least willing to try.<br /><br />Eventually, through some trial and tribulation the pair petition, and are granted, the right to live own their own in specially adapted apartment. The apartment is paid for by Michael's father who had essentially abandoned him do to his disability. The two also hire an attractive assistant named Siobhan (played by Romola Garai)to help them with their day to day living. This is essentially where the crux of the film develops as both develop feelings for her. Michael is struck particularly hard. Unfortunately, for both, but Michael especially, Siobhan does not feel the same and it results in her having to leave. As Michael temporarily regresses and wants to return to the Asst. Living Center, Rory convinces him to continue to live on his own. The film ends on a sad note, that many viewers may have seen coming, but ultimately, we are left feeling that Michael has truly become independent and the future is his, as Rory pointed out to him towards the end of movie.<br /><br />You know, I can't say that I've seen a lot of ""handicapped films"" and I don't know if they could be considered a specific genre. But there is a type of formula to them. One person is unwilling to live beyond his illness until some liberating force compels him/her to do so and Inside I'm Dancing is really know different. What works however, is it probably is more subtle about the peaks and valleys the two men go through then what you might expect. There are no intentionally gratuitous moments and no ""stand up and cheer"" manipulations. The sad parts are sad and the funny parts are funny. Some viewers might recoil a bit that Rory is the spiky haired punk type with the earing in his nose as the too perfect ""rebel"" cliché, but the actor, James McAvoy, somehow makes it real. The same can be said for Steven Robertson, who plays Michael. When Michael's heart is broken it doesn't seem to be invoked by a poor script trying to get the audience worked up, but rather a young man genuinely in pain over unrequited love. The kind of pain many can relate to whatever their physical condition. Again, these are the types of things that make the film work and make it poignant without being overbearing and enjoyable on many levels.<br /><br />Recommended."
0	"Sorry, after watching the credits, I thought this would at least be a decent homage to retiring SF actors.<br /><br />Boy was I wrong.<br /><br />The direction and story telling in this POS are terrible. I have never been so insulted by a production.<br /><br />I have great respect and love for many of the actors in this ""film"" but have to say they were conned.<br /><br />If you haven't seen this debacle yet, do yourself a favor and stay away. These are not only two hours you won't get back, but they will also ruin your respect for some actors you may once have enjoyed."
1	This movie was made 20 years before my time. Its introduction of John Garfield in the supporting role of Mickey Borden makes it a classic. He slumps onto the screen and your eyes are glued. Garfield was an original and his portrayal of fate's whipping boy is a must see.
1	Okay, when it comes to plots, this film is far from believable and also a bit silly. Yet despite its many deficiencies, the film manages to work--provided you turn off your brain and just let yourself enjoy the zaniness of it all. If you can't, then you probably won't like this film very much at all.<br /><br />In one of the oddest plots of the 1930s, Robert Montgomery plays a guy living near the Arctic Circle at a wireless station. How exactly he came to such a remote outpost is uncertain but into this very, very lonely and isolated existence come a steady string of guests--even though it had been years since he'd seen anyone but Eskimos.<br /><br />First, Reginald Owen and Myrna Loy arrive when their plane crashes. They are supposedly on their way to Montreal--how they got THAT far off course is beyond belief! Reginald is a stuffy and dull fellow who is really worried about Montgomery, since Robert hasn't seen a woman in a very long time and Owen seems in constant dread that Montgomery is out to steal Loy for himself. As for Montgomery, that's EXACTLY what his plans are! For the longest time, you never really understand why Loy is engaged to Owen--since he is about as appealing as soggy bread.<br /><br />Soon, Loy and Montgomery fall in love but this is all for naught when, out of the blue AGAIN, Montgomery's old fiancée arrives to announce she's there to marry him!! Considering that for over two years she never wrote and refused to follow him, Montgomery naturally assumed the relationship was over--but the chipper and annoying fiancée's sudden arrival is enough to destroy the plans Loy and Montgomery were making.<br /><br />How all this is resolved is something you can just see for yourself. As for the film, that the plot is very silly and contrived--I can't defend this. BUT, it also is pretty funny and charming and I see this film as a kooky comedy that is just a step or two below contemporary films like BRINGING UP BABY. Silly, slight but also very charming. It's worth seeing despite not being especially believable.
0	"I watched this movie about six years ago and I recently did so again. If I remember correctly I did not like it at all the first time and I appreciated it slightly more this second time.<br /><br />This movie is obviously on a big budget. The effects are mostly top notch (except for one or two ""impacts"") and the cast is impressive. However, there are some elements that destroy the overall impression of the show.<br /><br />Firstly, whoever decided that Peter Stormare should act as a crazy Russian astronaut should be fired. Being a Swede and a fan of Peter, I'm pretty sure he can play a Russian character well. But his performance in this case is plain stupid, both with respect the lines uttered and the acting. So... something must be wrong with the script. I'd like to see Peter as a professional Russian astronaut instead.<br /><br />Secondly, the action scenes that take place on the surface are so intense that it is nearly unbearable to watch. It is a total chaos that lasts over thirty minutes with too few moments to catch one's breath. In addition to this, the events that unfold are simply not credible. I'd like to see a much more sensible and stripped down version of this part of the movie.<br /><br />Finally, the scenes that involve flying space shuttles are too action-biased. The shuttles are maneuvering like if they were a couple of MIGs, at zero safety distance, while bouncing off car-sized ice blocks like ping-pong balls. The director should watch Apollo 13 to learn the limitations of spacecraft like these.<br /><br />I like the music score because it is dramatic to a degree making it very touching. The overall performance of the actors is great. Apart from the things mentioned above the story is interesting and quite easy to follow.<br /><br />With some minor changes this would have been a 8/10 movie. I'm sorry it isn't!"
0	"""The Chilling"" directed by Deland Nuse and Jack A.Sunseri is one of the worst zombie flicks I have ever seen.Why Linda Blair(""The Exorcist"",""Witchery"")appeared in this stinker is beyond me.The plot is really dumb:the frozen bodies at a cryogenic lab are revived after lightening strikes and turned into cannibalistic zombies.The characters are completely one-dimensional and stupid,the zombies look horrible and there is no gore.Avoid this cheap piece of trash like the plague.My rating:1 out of 10."
1	Thank God that there are films out there that don't follow the same old Hollywood crap formula. I think the digital revolution and the DVD revolution is actually making it possible for more interesting work to get out there even if you have to dig harder to find it. I love it when a film takes its time to draw you in deeper and deeper into its inner emotional reaches. It really was like taking a trip through the soul of America and that soul is disturbed and confused. What really blew my mind was the way they used Martin Luther King's speeches about Vietnam and references to his assassination in a way that hit me hard. I found myself choked up every time i heard his voice. I've heard him speak before, of course, but the way they used the speeches here made me feel like I understood his message in a way I'd never thought about.<br /><br />What can you say about a movie that has heavy statistics about war, oppression and a plea for compassion at the end of it where a credits crawl would usually be? In fact, there's no credits at all in the film. You have to access them by selecting them in the features. Somehow that made me think a lot. All in all I can't say enough about this DVD. Brilliant.
1	"This is an excellent movie. There were several parts to the movie I liked. This movie is very funny! Visit the Ernest fun club web site at www.ernestfunclub.com There are several movies such as the following: Ernest Goes to Camp, Ernest Saves Christmas, Ernest Goes to Jail, Ernest in the Army, Ernest Goes to School, Ernest Rides Again Slam Dunk Ernest etc. I highly recommend these for family movies. All star Jim Varney again try visiting www.ernestfunclub.com Which is the best Ernest movie? In my opinion there are actually 2 Ernest Goes to Camp and Ernest Goes to Jail. So if you have never seen Ernest P. Worrell its time to go and see him. You will find him quite satisfactory ""no what I mean""?"
0	"What a ridiculous waste of time and money!!!! This movie was the biggest loser of the year. All the hype was a warning. I am disappointed for Julia Roberts, by far she is the most talented cast member. I think her ability to truly act carried the film. The buddy buddy boys club was a little too phony, and to add insult to injury why bother to cast Catherine Zeta Jones? She only has the ability to ruin a film. She lacks the ability to have on screen chemistry with anyone, not to mention she lacks the ability to act. She lacks chemistry with the other characters: kind of reminiscent of ""America's Sweetheart's"". She made ""The Terminal"" terminal. This movie is headed nowhere, what a shame, please please don't tell me ""13"" is on the way!"
0	First of all, I'd like to say I am a teenager so this is all marketed towards me, and I can safely say that iCarly very poor programing, and the fact that it's accepted among both genders baffles me. It contains some of the worst attempts at comedy I've ever witnessed with mediocre acting to boot. The supposed humor within the show is all based on saying someone's lines again with poor sarcasm, poor sarcasm, saying bad one-liners, and, well, you get the picture. Also, I should mention that I do still watch Spongebob, which I know I'll get a negative backlash for, but that's quality programming with some honestly funny moments in it, less we forget something iCarly's missing; WIT. The show's about a young girl, Carly, putting on a web-show with her friends, which I can say is without a doubt a nicer version of the internet. That's fine, but the show's just...well, not funny at all, as previously stated. If this is what children's programming has come to today, parents, show them something that's ACTUALLY funny; Spongebob or Rocco's Modern Life would work.<br /><br />Also, compared to it's brothering show, Drake & Josh, it's terrible, which was implied. Seriously, please watch something worthwhile. Even for a children's show it's poor.
0	"I hated this film. Simply put, this film is so bad that I almost want to disregard ever watching it and never again mentioning it. But on the other hand, I can't resist a good bashing. And if there's one thing that Evan Almighty does for the audience it is that it brings out the best criticism.<br /><br />The film (a sequel to the much funnier Bruce Almighty) starts out by reintroducing the audience to Evan Baxter, a mere supporting at best character in the original film. That's right. This film shows no Jim Carrey or Jennifer Anisten. Not even a small cameo appearance. You know your film is bad when the guy that agreed to do Ace Venture: When Nature Calls won't even have a short walk-on role. But somehow they manage to keep Morgan Freeman as God. While sitting in the near empty theater bored out of my mind at the lack of comedy I couldn't help but wonder how much money it took to secure Freeman for this film. Then it hit me an hour ago. It's just a throwaway role that takes up all of 20 minutes in the 100 minute film. God just pops up in between scenes to tell Evan to build the ark. Sure I know Morgan Freeman won't look at this film in a year and think it's as good as his roles in The Shawshank Redemption and Million Dollar Baby but it's easy money.<br /><br />Where was I? Oh yes, the plot. Sometimes it's so hard to keep focused on the plot when you realize that you gave more thought thinking about the plot than the writer of the screenplay did. Anyway Evan (Steve Carell) has apparently left his job as a news anchorman for a job as a congressman. Yeah... with no transition in between. He never turns to his wife and says ""I think I want to be a congressman."" It just happens within the first five minutes and you are forced to deal with the big transition. Well as a congressman he is to partner for a bill proposed by John Goodman's character when suddenly God appears to tell Evan to build an ark. No ""Hey, how you doing? How's the weather?"" bit. Just ""I want you to build an ark."" Evidence of bad writing: Evan determines that God is giving him clues to build an ark after noticing a fan hold up a sign saying Genesis 6:14 when he's walking past his son whose watching a televised baseball game.<br /><br />That's basically the plot of Evan Almighty. There are some random supporting cast members that do their best at creating comedy but they don't do very well because they aren't given hardly any screen time. It's just your basic run of the mill family building an ark film. Oh and also there's that obligatory scene where a father has to cancel his hiking plans with his kids and wife because he becomes busy with work. They walk off disappointed but they understand, as do all the other times in film this has happened. Just once would I love to see the youngest kid turn to his father and kick him in the chins and tell him ""You're a real bastard for canceling your plans with us. I'm going to turn emo now."" There's also that drama that you'd expect from the father with his family when they realize (the wife, actually... the three kids have no problem helping dad build an ark) that he's gone crazy and he claims God wants him to build a big boat. But don't worry. His family decides to stick with him. Oops, I just spoiled the drama.<br /><br />Another problem with this film is that there is hardly any good comedy going on. I know the decision was made to rate have this be a PG film to get a bigger crowd reaction but I don't think I'm in the minority when I think that family humor is more than just guys getting kicked in the nuts and animals crapping. Maybe I'm wrong and that's what quality family humor has been reduced to. And if it is, please bring me more adult comedies so I won't have to sit through anymore of this crap (pun not intended).<br /><br />The ending is extra cheesy. All of a sudden the film takes a dramatic CGI filled turn that makes me shudder to think how it is a terrible waste of CGI. I bet it was expensive too. Finally after all that waiting we are told why God wanted Evan to build an ark. And boy oh boy I hated the reason why. I'll spare the details but it was like watching or reading a murder mystery and having the killer turn out to be the person who walked behind the main character for one second and had no lines.<br /><br />Oh and then there's a nice touch at the very end. The song ""Gonna Make You Sweat (Everybody Dance Now)"" plays over the credits and we are then subjected to the ""dancing"" of the cast. I don't get it. They spend 100 minutes unsuccessfully making a comedy and then they wrap it up with a thriller. I swear I haven't been that scared watching Steve Carell dance since ... well never. There you have it folks. Evan Almighty is the scariest film of all time.<br /><br />All in all I thought it was a wasted experience. I'm baffled at all the talented actors (Carell, Freeman and Goodman) appearing in this bore-fest alongside Lauren Graham, the woman from Gilmore Girls that has yet to prove to me that she can act her way out of a paper bag. But most of all I'm surprised at my will power to actually sit through the whole film without walking out.<br /><br />Rating: * out of ****"
1	Seth McFarlane is a true genius. He has crafted a show that is witty, culturally sharp and just downright hilarious.<br /><br />For those that think its 'offensive' take on social or cultural topics makes no meaningful comment, just causes 'offence', can be pointed to this quote:<br /><br />Peter (coming out of the stem cell lab): How long was I in there? // Guard: Five minutes. // Peter: Why aren't we funding this?!?<br /><br />Why indeed.<br /><br />Thanks family guy, for being not only the funniest show on TV (with the possible exception of the much loved, much missed futurama), but for also being pretty clever to boot.
0	"This movie probably seemed like a great idea in pre-production. ""Let's make a movie about one of the greatest and most controversial athletic coaches of the modern era! And let's cast Brian Dennehey as Coach Bobby Knight!"" That's where this movie went terribly wrong. Why cast an actor who bears no semblance of the man he's portraying? And then, why let this actor turn his character into not Coach Knight, but Brian Dennehey in a red sweater? As I sat watching this movie on ESPN, I didn't find myself believing this man was actually Coach Knight. He didn't look like him, talk like him, act like him, or even walk like him. I could not get past this fact, and thusly, I could not enjoy the movie. When Paul Newman and Robert Redford were cast as the outlaws Butch Cassidy and the Sundance Kid, we didn't care if they were accurate historical models of their true characters because most of us had never even heard of these men until we saw the movie. But, with someone as visible in today's media as Coach Knight, you have to do better. When Anthony Hopkins was cast as Nixon, it was the same situation. But, Anthony Hopkins made us believe he in fact was Nixon. Dennehey didn't even try. What might have been a great movie was turned sour by this. Besides the fact that this movie tried to do for the four-letter word what ""Saving Private Ryan"" did for dismemberment, it stunk. Too little of the real Coach Knight and too much profanity for the sake of shock value turned this movie into a ""season to turn off half-way through the broadcast."" The only good thing about this is that it was television movie. I didn't have to waste my hard-earned money on this piece of trash."
